id_viaje,hora_pico,dia_semana,troncal,evento_especial,condicion_clima,retraso_significativo
592,1,Miércoles,Americas,0,Nublado,1
593,0,Martes,Suba,0,Lluvia,0
594,0,Viernes,Calle 80,0,Lluvia,1
595,0,Jueves,NQS,0,Nublado,0
596,0,Miércoles,Calle 26,0,Nublado,0
597,1,Domingo,Autonorte,0,Nublado,0
598,0,Miércoles,Americas,0,Nublado,1
599,0,Viernes,Calle 26,0,Nublado,0
600,0,Martes,Suba,0,Soleado,0
601,0,Miércoles,Autonorte,0,Soleado,0
602,0,Viernes,Americas,0,Nublado,0
603,0,Miércoles,NQS,0,Soleado,1
604,0,Domingo,Autonorte,0,Nublado,0
605,0,Jueves,Suba,0,Lluvia,0
606,0,Sábado,NQS,0,Nublado,0
607,0,Martes,Suba,0,Nublado,0
608,0,Jueves,Calle 26,0,Soleado,1
609,1,Viernes,Calle 26,0,Lluvia,0
610,0,Jueves,Suba,0,Nublado,0
611,0,Martes,Autonorte,0,Lluvia,0
612,0,Miércoles,Suba,0,Lluvia,0
613,0,Domingo,Calle 26,0,Nublado,0
614,1,Martes,Americas,0,Lluvia,0
615,1,Martes,Calle 26,0,Lluvia,1
616,0,Jueves,Calle 26,0,Nublado,0
617,0,Sábado,Caracas,0,Lluvia,1
618,0,Martes,Calle 26,0,Soleado,0
619,0,Martes,NQS,0,Nublado,0
620,0,Sábado,Eldorado,1,Lluvia,0
621,0,Martes,Autonorte,0,Nublado,0
622,1,Martes,NQS,0,Lluvia,1
623,0,Miércoles,Suba,0,Lluvia,1
624,1,Lunes,Calle 26,0,Soleado,0
625,0,Jueves,Calle 80,0,Lluvia,1
626,1,Lunes,NQS,0,Lluvia,0
627,1,Lunes,Autonorte,0,Soleado,1
628,0,Miércoles,Autonorte,0,Soleado,1
629,0,Miércoles,Americas,0,Nublado,0
630,1,Domingo,Calle 80,0,Nublado,0
631,0,Jueves,Eldorado,0,Soleado,0
632,1,Lunes,Calle 80,1,Soleado,1
633,1,Lunes,Calle 80,0,Lluvia,0
634,1,Viernes,Suba,0,Lluvia,1
635,0,Domingo,Eldorado,1,Nublado,0
636,1,Jueves,Americas,0,Nublado,1
637,0,Miércoles,Calle 80,0,Nublado,0
638,0,Viernes,Autonorte,0,Lluvia,1
639,0,Jueves,Caracas,0,Nublado,0
640,1,Martes,NQS,0,Nublado,0
641,1,Viernes,Eldorado,0,Lluvia,1
642,1,Jueves,Autonorte,0,Lluvia,0
643,0,Miércoles,Calle 80,0,Lluvia,0
644,1,Martes,Caracas,0,Soleado,0
645,1,Miércoles,Calle 80,0,Lluvia,0
646,0,Miércoles,Suba,0,Lluvia,0
647,1,Miércoles,Calle 26,0,Soleado,1
648,1,Lunes,Calle 26,0,Nublado,1
649,0,Martes,Calle 26,0,Nublado,0
650,0,Martes,Calle 26,0,Soleado,0
651,0,Viernes,Suba,0,Soleado,1
652,0,Viernes,NQS,0,Lluvia,1
653,1,Martes,Eldorado,0,Soleado,1
654,0,Martes,Americas,0,Soleado,0
655,0,Jueves,Calle 80,0,Soleado,0
656,0,Miércoles,NQS,0,Lluvia,1
657,0,Martes,Suba,0,Soleado,0
658,1,Lunes,Calle 80,0,Lluvia,1
659,1,Lunes,Suba,0,Soleado,0
660,1,Lunes,Calle 80,0,Nublado,0
661,0,Viernes,Eldorado,0,Soleado,0
662,0,Jueves,Suba,0,Soleado,1
663,0,Domingo,Americas,0,Soleado,0
664,1,Lunes,Autonorte,0,Nublado,0
665,1,Sábado,Americas,0,Lluvia,1
666,0,Martes,Americas,0,Soleado,0
667,0,Martes,Calle 26,1,Nublado,0
668,1,Lunes,NQS,1,Lluvia,1
669,1,Viernes,Suba,0,Soleado,0
670,1,Lunes,Suba,0,Nublado,0
671,1,Viernes,Suba,0,Nublado,0
672,0,Domingo,Calle 26,0,Lluvia,1
673,0,Domingo,Suba,0,Lluvia,0
674,1,Jueves,Caracas,0,Soleado,1
675,0,Martes,Calle 26,0,Nublado,0
676,1,Martes,Calle 80,0,Soleado,1
677,0,Miércoles,Calle 26,0,Nublado,0
678,0,Lunes,Americas,0,Soleado,0
679,0,Domingo,Americas,0,Lluvia,0
680,0,Sábado,Eldorado,0,Lluvia,1
681,1,Lunes,Calle 80,1,Soleado,1
682,0,Miércoles,Calle 26,1,Nublado,0
683,0,Domingo,Caracas,0,Nublado,0
684,0,Lunes,Calle 26,0,Lluvia,0
685,0,Jueves,NQS,0,Nublado,1
686,1,Domingo,Eldorado,0,Nublado,0
687,0,Domingo,Suba,0,Nublado,0
688,1,Sábado,Americas,0,Nublado,0
689,0,Sábado,Autonorte,0,Nublado,0
690,0,Martes,NQS,0,Lluvia,1
691,0,Martes,Suba,0,Lluvia,1
692,1,Miércoles,Suba,0,Nublado,0
693,0,Viernes,NQS,0,Soleado,1
694,0,Sábado,Calle 80,0,Lluvia,1
695,0,Lunes,Americas,0,Soleado,0
696,0,Miércoles,Calle 80,0,Soleado,0
697,1,Jueves,Autonorte,0,Soleado,1
698,0,Martes,Eldorado,0,Nublado,0
699,0,Sábado,Calle 26,0,Nublado,0
700,0,Lunes,Calle 26,0,Lluvia,0
701,0,Martes,Americas,0,Nublado,0
702,1,Viernes,Calle 80,0,Lluvia,1
703,1,Jueves,Americas,0,Nublado,1
704,1,Lunes,Calle 26,0,Nublado,0
705,1,Miércoles,Suba,0,Soleado,0
706,0,Sábado,Calle 26,0,Soleado,0
707,0,Jueves,Calle 26,0,Lluvia,0
708,0,Jueves,Americas,1,Nublado,0
709,0,Miércoles,Suba,0,Nublado,0
710,0,Jueves,Suba,0,Soleado,0
711,1,Domingo,Eldorado,0,Soleado,0
712,0,Jueves,NQS,0,Nublado,0
713,0,Domingo,Suba,0,Nublado,0
714,0,Sábado,Calle 80,0,Soleado,0
715,1,Miércoles,Americas,0,Soleado,0
716,1,Miércoles,Autonorte,0,Lluvia,0
717,0,Jueves,Calle 26,0,Nublado,0
718,0,Miércoles,NQS,0,Lluvia,0
719,0,Viernes,Calle 80,0,Soleado,1
720,1,Jueves,NQS,0,Soleado,1
721,0,Martes,Calle 80,0,Soleado,0
722,0,Lunes,Calle 26,0,Soleado,0
723,0,Sábado,Suba,0,Nublado,0
724,1,Lunes,NQS,0,Lluvia,1
725,0,Sábado,NQS,0,Nublado,0
726,0,Lunes,Calle 26,0,Lluvia,0
727,0,Viernes,NQS,0,Lluvia,1
728,0,Sábado,Calle 80,0,Nublado,0
729,0,Lunes,Autonorte,0,Nublado,0
730,0,Miércoles,Autonorte,0,Nublado,0
731,0,Miércoles,Suba,0,Nublado,0
732,1,Miércoles,NQS,0,Soleado,1
733,1,Viernes,Calle 26,0,Soleado,0
734,0,Lunes,Caracas,0,Nublado,0
735,0,Jueves,Caracas,0,Soleado,1
736,1,Martes,Calle 80,0,Nublado,0
737,1,Miércoles,NQS,0,Soleado,0
738,0,Martes,Suba,0,Soleado,0
739,0,Viernes,Calle 80,0,Nublado,1
740,1,Martes,Eldorado,0,Soleado,0
741,0,Domingo,Calle 26,0,Lluvia,0
742,0,Domingo,Eldorado,0,Lluvia,1
743,0,Jueves,Caracas,0,Soleado,1
744,1,Miércoles,Calle 80,0,Nublado,0
745,0,Martes,Suba,0,Soleado,0
746,0,Domingo,Caracas,0,Soleado,0
747,1,Miércoles,Americas,0,Soleado,0
748,1,Viernes,Calle 80,0,Lluvia,0
749,0,Miércoles,Calle 80,0,Nublado,0
750,0,Lunes,Americas,0,Soleado,0
751,0,Miércoles,Eldorado,0,Soleado,0
752,0,Lunes,Calle 80,0,Lluvia,0
753,0,Viernes,Calle 26,0,Soleado,0
754,0,Domingo,Autonorte,0,Soleado,0
755,0,Viernes,Calle 80,0,Soleado,0
756,0,Viernes,Caracas,0,Soleado,0
757,1,Sábado,Americas,0,Nublado,0
758,0,Martes,Americas,0,Nublado,1
759,1,Lunes,Americas,0,Lluvia,1
760,0,Lunes,Calle 80,0,Lluvia,0
761,0,Jueves,Caracas,0,Nublado,1
762,0,Viernes,Suba,0,Lluvia,1
763,0,Domingo,NQS,0,Soleado,0
764,0,Lunes,NQS,0,Lluvia,1
765,0,Miércoles,Calle 26,0,Lluvia,1
766,0,Lunes,NQS,0,Lluvia,1
767,1,Miércoles,Caracas,0,Soleado,0
768,0,Martes,NQS,0,Nublado,0
769,0,Miércoles,Calle 26,0,Nublado,0
770,0,Miércoles,Autonorte,0,Lluvia,0
771,0,Domingo,Americas,0,Lluvia,0
772,0,Jueves,Calle 80,0,Nublado,0
773,1,Domingo,Americas,0,Lluvia,1
774,0,Lunes,Caracas,0,Nublado,0
775,1,Martes,Eldorado,0,Lluvia,1
776,1,Jueves,Autonorte,0,Soleado,1
777,1,Miércoles,Suba,0,Soleado,0
778,0,Viernes,Suba,0,Soleado,0
779,1,Miércoles,Eldorado,0,Lluvia,1
780,1,Miércoles,NQS,0,Soleado,1
781,0,Domingo,Calle 80,0,Nublado,0
782,0,Domingo,Americas,0,Lluvia,0
783,1,Sábado,Autonorte,1,Nublado,0
784,1,Viernes,Calle 26,0,Nublado,0
785,0,Martes,Suba,1,Lluvia,0
786,0,Sábado,Caracas,0,Lluvia,0
787,1,Jueves,Suba,0,Nublado,0
788,1,Domingo,Calle 26,0,Nublado,0
789,0,Martes,Americas,0,Nublado,0
790,1,Jueves,Calle 80,0,Lluvia,0
791,0,Martes,Americas,0,Lluvia,0
792,0,Sábado,Americas,0,Soleado,0
793,0,Sábado,Calle 80,0,Lluvia,1
794,0,Miércoles,NQS,0,Nublado,0
795,0,Martes,Calle 26,0,Lluvia,1
796,0,Miércoles,Caracas,0,Lluvia,0
797,0,Lunes,Calle 26,0,Lluvia,1
798,1,Lunes,Suba,0,Nublado,1
799,0,Viernes,Suba,0,Lluvia,1
800,1,Sábado,Suba,0,Lluvia,0
801,1,Lunes,Suba,0,Nublado,1
802,0,Viernes,Calle 80,1,Lluvia,0
803,1,Lunes,Caracas,0,Soleado,0
804,0,Martes,Calle 80,0,Soleado,0
805,1,Lunes,Calle 26,0,Lluvia,0
806,1,Sábado,Americas,0,Soleado,1
807,1,Domingo,Americas,0,Lluvia,1
808,0,Miércoles,Suba,0,Lluvia,0
809,0,Viernes,Eldorado,0,Nublado,0
810,0,Sábado,Autonorte,0,Nublado,0
811,0,Martes,Caracas,0,Lluvia,0
812,1,Viernes,Eldorado,0,Nublado,0
813,0,Lunes,Calle 80,0,Lluvia,0
814,0,Sábado,NQS,0,Soleado,0
815,1,Martes,Autonorte,0,Lluvia,1
816,1,Lunes,Caracas,0,Soleado,1
817,0,Jueves,NQS,0,Soleado,1
818,0,Sábado,Calle 80,0,Soleado,0
819,0,Sábado,Caracas,0,Nublado,0
820,0,Jueves,Calle 26,0,Nublado,0
821,0,Martes,Autonorte,0,Soleado,1
822,0,Lunes,Eldorado,0,Lluvia,1
823,0,Viernes,Suba,0,Lluvia,0
824,0,Domingo,Americas,0,Lluvia,0
825,0,Sábado,Eldorado,0,Lluvia,0
826,0,Domingo,Calle 26,0,Nublado,1
827,0,Domingo,Calle 26,0,Lluvia,0
828,0,Martes,Calle 26,0,Nublado,0
829,0,Jueves,Calle 26,0,Lluvia,0
830,0,Miércoles,Suba,0,Soleado,0
831,1,Sábado,Caracas,1,Lluvia,0
832,0,Martes,Autonorte,0,Nublado,0
833,0,Miércoles,Americas,0,Soleado,0
834,1,Sábado,NQS,0,Soleado,0
835,0,Martes,Calle 80,0,Lluvia,0
836,0,Viernes,Suba,0,Nublado,0
837,0,Domingo,Autonorte,0,Lluvia,0
838,0,Martes,Americas,0,Soleado,0
839,0,Viernes,NQS,0,Nublado,1
840,0,Viernes,Americas,0,Lluvia,0
841,1,Viernes,Autonorte,0,Nublado,1
842,1,Martes,Calle 80,0,Nublado,0
843,1,Lunes,Calle 80,0,Lluvia,1
844,0,Lunes,Autonorte,0,Soleado,0
845,0,Domingo,Eldorado,0,Lluvia,0
846,1,Lunes,Caracas,0,Soleado,1
847,1,Viernes,Autonorte,1,Lluvia,1
848,0,Miércoles,Caracas,0,Soleado,0
849,0,Domingo,Americas,0,Nublado,0
850,0,Miércoles,Autonorte,0,Nublado,0
851,0,Jueves,Calle 80,0,Soleado,0
852,0,Domingo,Calle 80,0,Soleado,0
853,1,Martes,Calle 80,0,Soleado,0
854,1,Lunes,NQS,0,Soleado,0
855,1,Martes,Americas,1,Lluvia,1
856,1,Domingo,Autonorte,0,Lluvia,0
857,1,Lunes,Calle 80,0,Nublado,1
858,0,Miércoles,Caracas,1,Nublado,0
859,0,Viernes,Eldorado,0,Soleado,0
860,0,Sábado,Suba,0,Nublado,0
861,0,Jueves,Autonorte,0,Lluvia,0
862,0,Domingo,Caracas,0,Nublado,1
863,1,Viernes,Eldorado,0,Nublado,0
864,0,Jueves,Caracas,1,Lluvia,1
865,0,Martes,Americas,0,Soleado,1
866,0,Lunes,NQS,0,Soleado,0
867,1,Viernes,Autonorte,0,Lluvia,0
868,1,Miércoles,Calle 26,0,Lluvia,0
869,1,Miércoles,Suba,0,Lluvia,0
870,0,Miércoles,NQS,0,Nublado,1
871,0,Jueves,NQS,0,Lluvia,1
872,1,Miércoles,Calle 26,0,Lluvia,0
873,1,Viernes,Eldorado,0,Lluvia,0
874,0,Lunes,Calle 80,0,Soleado,0
875,0,Viernes,Suba,0,Nublado,0
876,0,Martes,Suba,0,Lluvia,0
877,1,Domingo,Eldorado,0,Nublado,1
878,0,Domingo,Autonorte,0,Lluvia,1
879,0,Domingo,Calle 26,0,Soleado,0
880,0,Viernes,NQS,0,Lluvia,0
881,0,Sábado,Calle 80,0,Nublado,0
882,1,Miércoles,Suba,0,Nublado,1
883,1,Domingo,Calle 26,0,Nublado,0
884,0,Jueves,Autonorte,0,Soleado,0
885,0,Lunes,Suba,0,Nublado,0
886,0,Jueves,NQS,1,Lluvia,1
887,1,Lunes,Calle 26,0,Nublado,0
888,0,Martes,Americas,0,Nublado,0
889,0,Miércoles,Americas,0,Soleado,1
890,1,Lunes,Calle 26,0,Soleado,0
891,0,Martes,Calle 26,0,Soleado,0
892,0,Martes,NQS,0,Nublado,0
893,1,Jueves,Americas,0,Soleado,1
894,1,Domingo,NQS,0,Soleado,0
895,0,Lunes,Eldorado,1,Lluvia,1
896,0,Viernes,Suba,0,Lluvia,0
897,1,Martes,Autonorte,0,Lluvia,0
898,0,Sábado,Suba,0,Soleado,0
899,0,Sábado,Caracas,0,Soleado,0
900,0,Lunes,Calle 80,0,Lluvia,0
901,0,Viernes,Calle 26,0,Lluvia,0
902,0,Lunes,NQS,0,Soleado,0
903,0,Sábado,Eldorado,0,Soleado,0
904,0,Viernes,Caracas,0,Nublado,0
905,1,Jueves,Autonorte,0,Lluvia,1
906,0,Martes,NQS,0,Soleado,0
907,0,Lunes,Autonorte,0,Lluvia,0
908,1,Martes,Caracas,0,Soleado,1
909,1,Miércoles,Americas,0,Nublado,0
910,1,Lunes,Calle 26,0,Nublado,0
911,0,Domingo,Calle 26,0,Soleado,0
912,0,Domingo,Autonorte,0,Nublado,0
913,0,Jueves,Calle 80,0,Soleado,0
914,0,Martes,Eldorado,0,Soleado,0
915,1,Miércoles,Calle 26,0,Nublado,1
916,0,Lunes,NQS,0,Soleado,0
917,0,Martes,Suba,0,Lluvia,0
918,1,Sábado,Americas,0,Lluvia,0
919,0,Sábado,Calle 26,0,Lluvia,0
920,0,Viernes,Calle 80,0,Lluvia,0
921,0,Lunes,Calle 26,0,Lluvia,0
922,1,Sábado,Calle 26,0,Soleado,1
923,0,Domingo,Calle 26,0,Lluvia,0
924,0,Lunes,Calle 26,0,Lluvia,0
925,0,Sábado,Americas,0,Lluvia,0
926,0,Jueves,Caracas,0,Lluvia,0
927,0,Jueves,Suba,0,Lluvia,1
928,0,Sábado,Americas,0,Nublado,0
929,1,Miércoles,Calle 26,0,Nublado,0
930,0,Jueves,Autonorte,0,Lluvia,0
931,1,Miércoles,Autonorte,0,Soleado,1
932,0,Viernes,NQS,0,Soleado,0
933,0,Jueves,NQS,0,Lluvia,0
934,0,Martes,Americas,0,Soleado,0
935,1,Jueves,Calle 80,0,Nublado,0
936,1,Viernes,NQS,0,Lluvia,0
937,0,Sábado,Autonorte,0,Nublado,0
938,0,Miércoles,Calle 26,0,Soleado,0
939,1,Sábado,Eldorado,0,Soleado,0
940,0,Sábado,NQS,0,Nublado,0
941,1,Viernes,Autonorte,0,Lluvia,0
942,0,Martes,Caracas,0,Nublado,0
943,1,Viernes,Caracas,0,Soleado,0
944,1,Martes,Autonorte,0,Nublado,0
945,0,Miércoles,Eldorado,0,Lluvia,0
946,1,Domingo,Calle 80,0,Nublado,0
947,0,Sábado,Calle 26,0,Nublado,0
948,1,Martes,Suba,0,Lluvia,1
949,0,Sábado,Calle 80,1,Nublado,0
950,1,Sábado,Calle 80,0,Nublado,0
951,0,Miércoles,Americas,1,Soleado,0
952,0,Miércoles,Americas,0,Nublado,0
953,1,Sábado,Suba,0,Soleado,0
954,0,Jueves,Eldorado,0,Nublado,0
955,0,Domingo,Calle 80,0,Soleado,0
956,1,Jueves,Americas,0,Soleado,0
957,1,Martes,Calle 26,0,Lluvia,1
958,0,Sábado,Caracas,0,Lluvia,1
959,1,Lunes,NQS,0,Soleado,0
960,0,Martes,Autonorte,0,Soleado,1
961,0,Domingo,Suba,0,Soleado,0
962,1,Domingo,Autonorte,0,Soleado,1
963,0,Jueves,NQS,0,Lluvia,0
964,0,Martes,Americas,0,Lluvia,0
965,0,Viernes,Suba,0,Lluvia,1
966,0,Sábado,Americas,0,Lluvia,0
967,0,Martes,Eldorado,0,Nublado,0
968,0,Domingo,Calle 26,0,Lluvia,1
969,0,Lunes,Caracas,0,Soleado,1
970,0,Viernes,NQS,0,Nublado,0
971,0,Domingo,Calle 80,0,Lluvia,0
972,0,Lunes,Americas,0,Lluvia,0
973,1,Domingo,NQS,0,Nublado,0
974,0,Jueves,Suba,0,Lluvia,1
975,0,Jueves,Americas,0,Lluvia,0
976,0,Domingo,Calle 80,0,Lluvia,0
977,0,Martes,Caracas,0,Nublado,1
978,0,Jueves,Calle 26,0,Soleado,0
979,0,Lunes,Caracas,0,Lluvia,0
980,0,Miércoles,Suba,0,Soleado,0
981,0,Sábado,Eldorado,0,Soleado,0
982,1,Lunes,Calle 26,0,Soleado,0
983,1,Viernes,Eldorado,0,Soleado,0
984,0,Sábado,Eldorado,0,Soleado,0
985,0,Viernes,Calle 80,0,Soleado,0
986,1,Sábado,Americas,0,Nublado,0
987,1,Sábado,Suba,0,Lluvia,0
988,0,Lunes,Calle 26,0,Soleado,0
989,1,Jueves,Americas,0,Lluvia,1
990,0,Jueves,NQS,0,Nublado,1
991,0,Jueves,NQS,0,Soleado,1
992,0,Miércoles,Caracas,0,Nublado,0
993,0,Lunes,Caracas,0,Nublado,0
994,1,Lunes,Caracas,1,Soleado,1
995,0,Lunes,Suba,0,Nublado,0
996,1,Sábado,Calle 26,0,Soleado,1
997,0,Domingo,Calle 26,0,Nublado,0
998,0,Domingo,Americas,0,Nublado,0
999,0,Martes,Eldorado,0,Soleado,0
1000,0,Lunes,Eldorado,0,Lluvia,1
1001,0,Martes,Caracas,0,Lluvia,1
1002,1,Lunes,NQS,0,Nublado,1
1003,0,Lunes,Calle 80,0,Lluvia,0
1004,1,Domingo,Calle 26,1,Lluvia,1
1005,0,Miércoles,Caracas,0,Lluvia,0
1006,0,Martes,Americas,0,Soleado,0
1007,1,Jueves,Caracas,0,Lluvia,1
1008,0,Viernes,Caracas,0,Soleado,0
1009,0,Sábado,Calle 80,0,Soleado,0
1010,0,Martes,Caracas,0,Soleado,1
1011,0,Domingo,Autonorte,0,Soleado,0
1012,1,Jueves,Calle 80,0,Soleado,1
1013,0,Sábado,Suba,0,Nublado,0
1014,1,Viernes,Calle 26,0,Lluvia,0
1015,0,Domingo,Autonorte,0,Nublado,0
1016,0,Viernes,Eldorado,0,Lluvia,0
1017,0,Martes,Eldorado,0,Lluvia,0
1018,1,Jueves,Caracas,0,Nublado,0
1019,1,Jueves,NQS,0,Nublado,0
1020,0,Lunes,NQS,1,Lluvia,1
1021,0,Jueves,NQS,0,Soleado,0
1022,0,Miércoles,NQS,0,Lluvia,1
1023,0,Lunes,Calle 80,0,Soleado,0
1024,0,Martes,Autonorte,0,Nublado,0
1025,1,Lunes,Calle 80,0,Lluvia,1
1026,1,Martes,Suba,0,Soleado,0
1027,1,Domingo,Autonorte,0,Nublado,0
1028,1,Viernes,NQS,0,Lluvia,1
1029,1,Domingo,NQS,0,Nublado,0
1030,0,Martes,Autonorte,0,Nublado,0
1031,1,Sábado,Caracas,0,Lluvia,1
1032,0,Sábado,NQS,0,Nublado,0
1033,0,Miércoles,Autonorte,0,Soleado,0
1034,0,Viernes,Americas,0,Lluvia,0
1035,0,Viernes,Caracas,0,Soleado,0
1036,1,Viernes,Calle 80,0,Lluvia,1
1037,0,Viernes,Suba,0,Lluvia,0
1038,1,Sábado,Americas,0,Lluvia,0
1039,0,Jueves,NQS,0,Soleado,1
1040,0,Miércoles,NQS,0,Lluvia,0
1041,1,Viernes,Americas,0,Nublado,1
1042,0,Domingo,Caracas,1,Soleado,0
1043,0,Lunes,Calle 26,0,Soleado,0
1044,0,Jueves,Autonorte,0,Soleado,0
1045,0,Sábado,Calle 80,0,Lluvia,0
1046,0,Jueves,NQS,0,Soleado,0
1047,0,Domingo,Caracas,0,Soleado,0
1048,0,Domingo,Caracas,0,Soleado,0
1049,1,Miércoles,Autonorte,0,Lluvia,0
1050,0,Domingo,Eldorado,0,Nublado,1
1051,0,Martes,Suba,0,Nublado,0
1052,1,Martes,Autonorte,1,Lluvia,1
1053,0,Martes,Suba,0,Lluvia,1
1054,0,Jueves,Eldorado,0,Soleado,0
1055,1,Viernes,Americas,0,Nublado,1
1056,0,Jueves,Americas,0,Soleado,1
1057,0,Domingo,Autonorte,0,Lluvia,0
1058,0,Jueves,Suba,0,Soleado,0
1059,1,Miércoles,Americas,0,Nublado,0
1060,1,Martes,Calle 26,0,Lluvia,1
1061,0,Miércoles,Eldorado,0,Nublado,0
1062,0,Domingo,Suba,0,Nublado,0
1063,0,Sábado,Americas,0,Nublado,0
1064,0,Jueves,NQS,0,Soleado,1
1065,0,Lunes,Suba,0,Lluvia,0
1066,0,Martes,NQS,0,Soleado,1
1067,0,Viernes,NQS,0,Lluvia,1
1068,1,Domingo,Calle 80,0,Nublado,0
1069,1,Sábado,Autonorte,0,Lluvia,1
1070,0,Sábado,Calle 80,0,Lluvia,0
1071,0,Miércoles,Eldorado,0,Soleado,0
1072,1,Sábado,Calle 26,0,Lluvia,0
1073,0,Domingo,NQS,1,Soleado,0
1074,0,Sábado,NQS,0,Lluvia,0
1075,0,Domingo,Americas,0,Soleado,0
1076,0,Martes,Autonorte,0,Nublado,0
1077,0,Martes,NQS,0,Nublado,0
1078,1,Domingo,Eldorado,0,Soleado,0
1079,1,Jueves,Eldorado,0,Soleado,0
1080,0,Sábado,Calle 80,1,Soleado,0
1081,0,Miércoles,Caracas,0,Soleado,1
1082,0,Martes,Calle 80,0,Nublado,0
1083,1,Sábado,NQS,0,Soleado,1
1084,1,Martes,Calle 80,0,Lluvia,1
1085,0,Martes,NQS,0,Nublado,1
1086,1,Domingo,Caracas,0,Nublado,1
1087,1,Martes,NQS,0,Lluvia,1
1088,0,Viernes,Calle 26,0,Lluvia,1
1089,1,Lunes,Autonorte,0,Lluvia,0
1090,0,Sábado,Autonorte,0,Lluvia,1
1091,0,Viernes,Calle 80,0,Soleado,1
1092,0,Viernes,Caracas,0,Soleado,0
1093,0,Viernes,Eldorado,0,Soleado,0
1094,0,Martes,Calle 26,0,Lluvia,0
1095,1,Domingo,Suba,0,Nublado,0
1096,1,Viernes,Suba,0,Soleado,0
1097,0,Jueves,Americas,0,Lluvia,0
1098,0,Viernes,Eldorado,0,Lluvia,1
1099,0,Domingo,Calle 80,0,Lluvia,0
1100,0,Domingo,Autonorte,0,Soleado,0
1101,1,Domingo,Calle 26,0,Soleado,1
1102,0,Lunes,Suba,0,Nublado,0
1103,1,Viernes,Eldorado,0,Soleado,0
1104,0,Sábado,Caracas,0,Nublado,0
1105,1,Viernes,Caracas,0,Soleado,0
1106,0,Jueves,Autonorte,0,Nublado,0
1107,1,Lunes,Calle 80,0,Nublado,0
1108,1,Martes,Eldorado,0,Lluvia,0
1109,0,Viernes,Eldorado,0,Nublado,0
1110,0,Martes,Americas,1,Lluvia,0
1111,1,Lunes,NQS,0,Nublado,0
1112,0,Viernes,Eldorado,0,Nublado,0
1113,1,Miércoles,Calle 26,0,Lluvia,0
1114,0,Domingo,Autonorte,0,Soleado,1
1115,1,Sábado,Eldorado,0,Soleado,0
1116,0,Domingo,Suba,0,Lluvia,1
1117,0,Viernes,Autonorte,0,Nublado,0
1118,0,Sábado,Autonorte,0,Nublado,0
1119,0,Martes,Autonorte,0,Lluvia,1
1120,1,Jueves,Calle 80,0,Soleado,1
1121,0,Domingo,Americas,0,Soleado,0
1122,0,Domingo,Caracas,0,Soleado,1
1123,0,Sábado,Calle 26,0,Soleado,0
1124,0,Lunes,Calle 26,0,Lluvia,1
1125,1,Miércoles,NQS,0,Lluvia,0
1126,0,Viernes,Eldorado,0,Soleado,1
1127,0,Miércoles,Autonorte,1,Soleado,1
1128,1,Lunes,NQS,0,Nublado,0
1129,0,Jueves,NQS,0,Nublado,0
1130,1,Jueves,Calle 26,0,Soleado,1
1131,0,Martes,Calle 26,0,Nublado,0
1132,0,Lunes,Autonorte,1,Lluvia,1
1133,0,Martes,Suba,0,Soleado,0
1134,0,Martes,Suba,0,Soleado,0
1135,0,Lunes,Calle 80,0,Soleado,0
1136,1,Martes,Americas,0,Soleado,0
1137,0,Lunes,Calle 80,0,Lluvia,1
1138,0,Domingo,Suba,0,Soleado,0
1139,0,Jueves,Eldorado,0,Lluvia,0
1140,1,Martes,Caracas,0,Lluvia,0
1141,0,Lunes,Autonorte,0,Soleado,0
1142,0,Miércoles,Caracas,0,Lluvia,1
1143,0,Jueves,Eldorado,0,Nublado,0
1144,0,Viernes,Americas,0,Nublado,1
1145,1,Domingo,NQS,0,Nublado,1
1146,1,Jueves,NQS,0,Nublado,0
1147,1,Domingo,Autonorte,0,Lluvia,1
1148,0,Martes,Eldorado,0,Soleado,0
1149,1,Sábado,NQS,0,Soleado,0
1150,0,Domingo,Calle 26,0,Lluvia,0
1151,1,Martes,Calle 80,0,Soleado,0
1152,1,Miércoles,Eldorado,0,Lluvia,1
1153,0,Viernes,Caracas,0,Lluvia,0
1154,0,Domingo,Suba,0,Soleado,0
1155,1,Jueves,Calle 80,0,Nublado,0
1156,0,Viernes,Calle 80,0,Nublado,0
1157,1,Viernes,Calle 80,0,Lluvia,1
1158,0,Martes,Calle 80,0,Lluvia,1
1159,1,Martes,Calle 26,0,Nublado,0
1160,0,Domingo,Suba,0,Lluvia,1
1161,0,Domingo,Eldorado,0,Lluvia,0
1162,1,Miércoles,Eldorado,0,Nublado,0
1163,1,Jueves,Autonorte,0,Nublado,1
1164,1,Jueves,Eldorado,0,Lluvia,0
1165,0,Viernes,Autonorte,0,Nublado,0
1166,0,Sábado,Suba,0,Lluvia,0
1167,0,Viernes,Calle 26,0,Nublado,0
1168,0,Domingo,NQS,0,Lluvia,1
1169,1,Jueves,Suba,0,Lluvia,0
1170,0,Lunes,Calle 26,0,Nublado,0
1171,0,Domingo,Calle 26,0,Soleado,0
1172,1,Sábado,Autonorte,0,Soleado,1
1173,0,Domingo,Eldorado,0,Lluvia,0
1174,0,Miércoles,NQS,0,Soleado,0
1175,1,Martes,Suba,0,Lluvia,1
1176,0,Jueves,Calle 26,0,Lluvia,0
1177,0,Viernes,NQS,0,Soleado,1
1178,0,Jueves,Suba,0,Lluvia,0
1179,1,Martes,Suba,0,Nublado,1
